34;6;3;15;3;6;0;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
2;20;0;0;0;0;0;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
3;7;32;3;8;2;1;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
4;3;10;27;0;1;4;7;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
0;0;0;0;34;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
4;3;2;1;1;19;2;14;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
0;0;0;0;0;0;39;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
2;0;1;0;1;11;1;12;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
1;8;2;3;2;0;1;1;34;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
0;3;0;1;1;10;2;10;0;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
